ITMNUM;PRICE_NET;PRICE_BRU;CURRENCY;PRILIST;CUSGRP
SANTINISET7552000101DE;568.87929; ;1;SPL19-0047;ES_B2C
SANTINISET7552000103DE;568.87929; ;1;SPL19-0047;ES_B2C
SANTINISET7552000104DE;568.87929; ;1;SPL19-0047;ES_B2C
SANTINISET7552000214DE;568.87929; ;1;SPL19-0047;ES_B2C
SANTINISET7552000216DE;568.87929; ;1;SPL19-0047;ES_B2C
SANTINISET10042000101DE;598.79313; ;1;SPL19-0047;ES_B2C
SANTINISET10042000103DE;598.79313; ;1;SPL19-0047;ES_B2C
SANTINISET10042000104DE;598.79313; ;1;SPL19-0047;ES_B2C
SANTINISET10042000214DE;598.79313; ;1;SPL19-0047;ES_B2C
SANTINISET10042000216DE;598.79313; ;1;SPL19-0047;ES_B2C
SANTINISET10052000101DE;611.98274; ;1;SPL19-0047;ES_B2C
SANTINISET10052000103DE;611.98274; ;1;SPL19-0047;ES_B2C
SANTINISET10052000104DE;611.98274; ;1;SPL19-0047;ES_B2C
SANTINISET10052000214DE;611.98274; ;1;SPL19-0047;ES_B2C
SANTINISET10052000216DE;611.98274; ;1;SPL19-0047;ES_B2C
OMEGA200ULTRA00DEXOA;3016.37928; ;1;SPL19-0047;ES_B2C
OMEGA200ULTRA00DEXBUE;3016.37928; ;1;SPL19-0047;ES_B2C
OMEGA170ULTRA00DEXBUE;3016.37928; ;1;SPL19-0047;ES_B2C
OMEGA170ULTRA00DEXOA;3016.37928; ;1;SPL19-0047;ES_B2C
OMEGA180ULTRA00DEXBUE;3016.37928; ;1;SPL19-0047;ES_B2C
OMEGA180ULTRA00DEXOA;3016.37928; ;1;SPL19-0047;ES_B2C
OMEGA190ULTRA00DEXOA;3016.37928; ;1;SPL19-0047;ES_B2C
ROMAXLSTAND000101DE;758.53452; ;1;SPL19-0047;ES_B2C
MARS600STAND000104DE;336.12073; ;1;SPL19-0047;ES_B2C
CASAINFINITY750STAND000104DE;387.84480; ;1;SPL19-0047;ES_B2C
CASAINFINITY750STAND000204DE;387.84480; ;1;SPL19-0047;ES_B2C
CASAINFINITY750STAND000214DE;387.84480; ;1;SPL19-0047;ES_B2C
CASAINFINITY750STAND000216DE;387.84480; ;1;SPL19-0047;ES_B2C
ROMAXLSTAND000103DE;758.53452; ;1;SPL19-0047;ES_B2C
MARS600STAND000103DE;336.12073; ;1;SPL19-0047;ES_B2C
ROMAXLSTAND000104DE;758.53452; ;1;SPL19-0047;ES_B2C
ROMAXLSTAND000204DE;758.53452; ;1;SPL19-0047;ES_B2C
ROMAXLSTAND000214DE;758.53452; ;1;SPL19-0047;ES_B2C
ROMAXLSTAND000216DE;758.53452; ;1;SPL19-0047;ES_B2C
MARS600STAND000101DE;336.12073; ;1;SPL19-0047;ES_B2C
MARS600STAND000204DE;336.12073; ;1;SPL19-0047;ES_B2C
MARS600STAND000214DE;336.12073; ;1;SPL19-0047;ES_B2C
MARS600STAND000216DE;336.12073; ;1;SPL19-0047;ES_B2C
CASAINFINITY750STAND000101DE;387.84480; ;1;SPL19-0047;ES_B2C
CASAINFINITY750STAND000103DE;387.84480; ;1;SPL19-0047;ES_B2C
FIRENZE140000101DE;818.87901; ;1;SPL19-0047;ES_B2C
FIRENZE140000104DE;818.87901; ;1;SPL19-0047;ES_B2C
WCROSS62;129.22415; ;1;SPL19-0047;ES_B2C
WCROSS63;129.22415; ;1;SPL19-0047;ES_B2C
WCROSS64;129.22415; ;1;SPL19-0047;ES_B2C
WCROSS65;129.22415; ;1;SPL19-0047;ES_B2C
HELIOSSET000101DE;1016.89655; ;1;SPL19-0047;ES_B2C
HELIOSSET000103DE;1016.89655; ;1;SPL19-0047;ES_B2C
HELIOSSET000104DE;1016.89655; ;1;SPL19-0047;ES_B2C
HELIOSSET000216DE;1016.89655; ;1;SPL19-0047;ES_B2C
TOSCANASET803000101DE;861.98276; ;1;SPL19-0047;ES_B2C
TOSCANASET803000104DE;861.98276; ;1;SPL19-0047;ES_B2C
TOSCANASET803000214DE;861.98276; ;1;SPL19-0047;ES_B2C
TOSCANASET803000216DE;861.98276; ;1;SPL19-0047;ES_B2C
TOSCANASET804000101DE;861.98276; ;1;SPL19-0047;ES_B2C
TOSCANASET804000104DE;861.98276; ;1;SPL19-0047;ES_B2C
TOSCANASET804000216DE;861.98276; ;1;SPL19-0047;ES_B2C
TOSCANASET1003000101DE;818.87932; ;1;SPL19-0047;ES_B2C
TOSCANASET1003000104DE;818.87932; ;1;SPL19-0047;ES_B2C
TOSCANASET1003000214DE;818.87901; ;1;SPL19-0047;ES_B2C
TOSCANASET1003000216DE;818.87932; ;1;SPL19-0047;ES_B2C
TOSCANASET1004000101DE;1034.39652; ;1;SPL19-0047;ES_B2C
TOSCANASET1004000104DE;1034.39652; ;1;SPL19-0047;ES_B2C
TOSCANASET1004000214DE;1034.39652; ;1;SPL19-0047;ES_B2C
TOSCANASET1004000216DE;1034.39652; ;1;SPL19-0047;ES_B2C
TOSCANASET804000214DE;861.98276; ;1;SPL19-0047;ES_B2C
VENEZIASET1003000101DE;775.77536; ;1;SPL19-0047;ES_B2C
VENEZIASET1003000104DE;775.77536; ;1;SPL19-0047;ES_B2C
VENEZIASET1003000214DE;775.77536; ;1;SPL19-0047;ES_B2C
VENEZIASET1003000216DE;775.77536; ;1;SPL19-0047;ES_B2C
VENEZIASET1004000101DE;861.98266; ;1;SPL19-0047;ES_B2C
VENEZIASET1004000104DE;861.98266; ;1;SPL19-0047;ES_B2C
VENEZIASET1004000214DE;861.98266; ;1;SPL19-0047;ES_B2C
VENEZIASET1004000216DE;861.98266; ;1;SPL19-0047;ES_B2C
VENEZIASET1005000101DE;1034.39622; ;1;SPL19-0047;ES_B2C
VENEZIASET1005000104DE;1034.39622; ;1;SPL19-0047;ES_B2C
VENEZIASET1005000214DE;1034.39622; ;1;SPL19-0047;ES_B2C
VENEZIASET1005000216DE;1034.39622; ;1;SPL19-0047;ES_B2C
VENEZIASET1006000101DE;1120.60351; ;1;SPL19-0047;ES_B2C
VENEZIASET1006000104DE;1120.60351; ;1;SPL19-0047;ES_B2C
VENEZIASET1006000214DE;1120.60351; ;1;SPL19-0047;ES_B2C
VENEZIASET1006000216DE;1120.60351; ;1;SPL19-0047;ES_B2C
OPTIMOSET1005000101DE;974.05193; ;1;SPL19-0047;ES_B2C
OPTIMOSET1005000104DE;974.05193; ;1;SPL19-0047;ES_B2C
OPTIMOSET1005000214DE;974.05193; ;1;SPL19-0047;ES_B2C
OPTIMOSET1005000216DE;974.05193; ;1;SPL19-0047;ES_B2C
OPTIMOSET1006000101DE;1120.60351; ;1;SPL19-0047;ES_B2C
OPTIMOSET1006000104DE;1120.60351; ;1;SPL19-0047;ES_B2C
OPTIMOSET1006000214DE;1120.60351; ;1;SPL19-0047;ES_B2C
OPTIMOSET1006000216DE;1120.60351; ;1;SPL19-0047;ES_B2C
OPTIMOSET1006000218DE;1120.60351; ;1;SPL19-0047;ES_B2C
OPTIMOSET805000101DE;861.98266; ;1;SPL19-0047;ES_B2C
OPTIMOSET805000104DE;861.98266; ;1;SPL19-0047;ES_B2C
OPTIMOSET805000214DE;861.98266; ;1;SPL19-0047;ES_B2C
OPTIMOSET805000216DE;861.98266; ;1;SPL19-0047;ES_B2C
OPTIMOSET805000218DE;861.98266; ;1;SPL19-0047;ES_B2C
OPTIMOSET806000101DE;948.18995; ;1;SPL19-0047;ES_B2C
OPTIMOSET806000104DE;948.18995; ;1;SPL19-0047;ES_B2C
OPTIMOSET806000214DE;948.18995; ;1;SPL19-0047;ES_B2C
OPTIMOSET806000216DE;948.18995; ;1;SPL19-0047;ES_B2C
OPTIMOSET806000218DE;948.18995; ;1;SPL19-0047;ES_B2C
OPTIMOSET1005000218DE;974.05193; ;1;SPL19-0047;ES_B2C
NOVASET1003000104DE;861.98276; ;1;SPL19-0047;ES_B2C
NOVASET1003000214DE;861.98276; ;1;SPL19-0047;ES_B2C
NOVASET1003000216DE;861.98276; ;1;SPL19-0047;ES_B2C
NOVASET1004000101DE;948.18964; ;1;SPL19-0047;ES_B2C
NOVASET1004000104DE;948.18964; ;1;SPL19-0047;ES_B2C
NOVASET1004000214DE;948.18964; ;1;SPL19-0047;ES_B2C
NOVASET1004000216DE;948.18964; ;1;SPL19-0047;ES_B2C
NOVASET1005000101DE;1034.39652; ;1;SPL19-0047;ES_B2C
NOVASET1005000104DE;1034.39652; ;1;SPL19-0047;ES_B2C
NOVASET1005000214DE;1034.39652; ;1;SPL19-0047;ES_B2C
NOVASET1005000216DE;1034.39652; ;1;SPL19-0047;ES_B2C
NOVASET1006000101DE;1120.60341; ;1;SPL19-0047;ES_B2C
NOVASET1006000104DE;1120.60341; ;1;SPL19-0047;ES_B2C
NOVASET1006000214DE;1120.60341; ;1;SPL19-0047;ES_B2C
NOVASET1006000216DE;1120.60341; ;1;SPL19-0047;ES_B2C
NOVASET1003000101DE;861.98276; ;1;SPL19-0047;ES_B2C
PERSEPOLISXLSET000101DE;1499.65513; ;1;SPL19-0047;ES_B2C
PERSEPOLISXLSET000103DE;1499.65513; ;1;SPL19-0047;ES_B2C
PERSEPOLISXLSET000104DE;1499.65513; ;1;SPL19-0047;ES_B2C
PERSEPOLISXLSET000204DE;1499.65513; ;1;SPL19-0047;ES_B2C
PERSEPOLISXLSET000214DE;1499.65513; ;1;SPL19-0047;ES_B2C
PERSEPOLISXLSET000216DE;1499.65513; ;1;SPL19-0047;ES_B2C
HS120CM000101DE;232.67270; ;1;SPL19-0047;ES_B2C
HS120CM000103DE;232.67270; ;1;SPL19-0047;ES_B2C
HS120CM000104DE;232.67270; ;1;SPL19-0047;ES_B2C
HS120CM000204DE;232.67270; ;1;SPL19-0047;ES_B2C
HS120CM000214DE;232.67270; ;1;SPL19-0047;ES_B2C
HS120CM000216DE;232.67270; ;1;SPL19-0047;ES_B2C
HS120CM000218DE;232.67270; ;1;SPL19-0047;ES_B2C
MS075CM000101DE;146.46551; ;1;SPL19-0047;ES_B2C
MS075CM000103DE;146.46551; ;1;SPL19-0047;ES_B2C
MS075CM000104DE;146.46551; ;1;SPL19-0047;ES_B2C
MS075CM000204DE;146.46551; ;1;SPL19-0047;ES_B2C
MS075CM000214DE;146.46551; ;1;SPL19-0047;ES_B2C
MS075CM000216DE;146.46551; ;1;SPL19-0047;ES_B2C
MS075CM000218DE;146.46551; ;1;SPL19-0047;ES_B2C
SPS80CM1000101DE;258.53786; ;1;SPL19-0047;ES_B2C
SPS100CM1000101DE;275.77234; ;1;SPL19-0047;ES_B2C
SPS100CM1000103DE;275.77234; ;1;SPL19-0047;ES_B2C
SPS100CM1000104DE;275.77234; ;1;SPL19-0047;ES_B2C
SPS100CM1000204DE;275.77234; ;1;SPL19-0047;ES_B2C
SPS100CM1000214DE;275.77234; ;1;SPL19-0047;ES_B2C
SPS100CM1000216DE;275.77234; ;1;SPL19-0047;ES_B2C
SPS80CM1000103DE;258.53786; ;1;SPL19-0047;ES_B2C
SPS80CM1000104DE;258.53786; ;1;SPL19-0047;ES_B2C
SPS80CM1000204DE;258.53786; ;1;SPL19-0047;ES_B2C
SPS80CM1000214DE;258.53786; ;1;SPL19-0047;ES_B2C
SPS80CM1000216DE;258.53786; ;1;SPL19-0047;ES_B2C
SPS80CM1000218DE;258.53786; ;1;SPL19-0047;ES_B2C
SPS100CM1000218DE;275.77234; ;1;SPL19-0047;ES_B2C
BELLA80000214DE;430.94824; ;1;SPL19-0047;ES_B2C
BELLA100000214DE;456.80684; ;1;SPL19-0047;ES_B2C
BMCROSS76;129.31032; ;1;SPL19-0047;ES_B2C
HS062CM000101DE;86.12061; ;1;SPL19-0047;ES_B2C
HS062CM000103DE;86.12061; ;1;SPL19-0047;ES_B2C
HS062CM000104DE;86.12061; ;1;SPL19-0047;ES_B2C
HS062CM000204DE;86.12061; ;1;SPL19-0047;ES_B2C
HS062CM000214DE;86.12061; ;1;SPL19-0047;ES_B2C
HS062CM000216DE;86.12061; ;1;SPL19-0047;ES_B2C
HS062CM000218DE;81.80686; ;1;SPL19-0047;ES_B2C
SPS75CM1000101DE;249.91026; ;1;SPL19-0047;ES_B2C
SPS75CM1000103DE;249.91026; ;1;SPL19-0047;ES_B2C
SPS75CM1000104DE;249.91026; ;1;SPL19-0047;ES_B2C
SPS75CM1000204DE;249.91026; ;1;SPL19-0047;ES_B2C
SPS75CM1000214DE;249.91026; ;1;SPL19-0047;ES_B2C
SPS75CM1000216DE;249.91026; ;1;SPL19-0047;ES_B2C
COLOSSOS160SET000101DE;1887.49655; ;1;SPL19-0047;ES_B2C
COLOSSOS160SET000103DE;1887.49655; ;1;SPL19-0047;ES_B2C
COLOSSOS160SET000104DE;1887.49655; ;1;SPL19-0047;ES_B2C
COLOSSOS160SET000204DE;1887.49655; ;1;SPL19-0047;ES_B2C
COLOSSOS160SET000214DE;1887.49655; ;1;SPL19-0047;ES_B2C
COLOSSOS160SET000216DE;1887.49655; ;1;SPL19-0047;ES_B2C
PALERMO070CM000101DE;491.29314; ;1;SPL19-0047;ES_B2C
PALERMO070CM000217DE;491.29314; ;1;SPL19-0047;ES_B2C
COLOSSOSSET000101DE;2275.34483; ;1;SPL19-0047;ES_B2C
COLOSSOSSET000103DE;2275.34483; ;1;SPL19-0047;ES_B2C
COLOSSOSSET000104DE;2275.34483; ;1;SPL19-0047;ES_B2C
COLOSSOSSET000204DE;2275.34483; ;1;SPL19-0047;ES_B2C
COLOSSOSSET000214DE;2275.34473; ;1;SPL19-0047;ES_B2C
COLOSSOSSET000216DE;2275.34473; ;1;SPL19-0047;ES_B2C
COLOSSOS180SET000101DE;2059.83101; ;1;SPL19-0047;ES_B2C
COLOSSOS180SET000103DE;2059.83101; ;1;SPL19-0047;ES_B2C
COLOSSOS180SET000104DE;2059.83101; ;1;SPL19-0047;ES_B2C
COLOSSOS180SET000204DE;2059.83101; ;1;SPL19-0047;ES_B2C
COLOSSOS180SET000214DE;2059.83101; ;1;SPL19-0047;ES_B2C
COLOSSOS180SET000216DE;2059.83101; ;1;SPL19-0047;ES_B2C
BMCROSS77;0.00000; ;1;SPL19-0047;ES_B2C
MSHS000101DE;232.58653; ;1;SPL19-0047;ES_B2C
MSHS000103DE;232.58653; ;1;SPL19-0047;ES_B2C
MSHS000104DE;232.58653; ;1;SPL19-0047;ES_B2C
MSHS000204DE;232.58653; ;1;SPL19-0047;ES_B2C
MSHS000214DE;232.58653; ;1;SPL19-0047;ES_B2C
MSHS000216DE;232.58653; ;1;SPL19-0047;ES_B2C
MSHS000218DE;232.58653; ;1;SPL19-0047;ES_B2C
SPS60CM1000101DE;198.18619; ;1;SPL19-0047;ES_B2C
SPS60CM1000103DE;198.18619; ;1;SPL19-0047;ES_B2C
SPS60CM1000104DE;198.18619; ;1;SPL19-0047;ES_B2C
SPS60CM1000204DE;198.18619; ;1;SPL19-0047;ES_B2C
SPS60CM1000214DE;198.18619; ;1;SPL19-0047;ES_B2C
SPS60CM1000216DE;198.18619; ;1;SPL19-0047;ES_B2C
SPS70CM1000101DE;215.43103; ;1;SPL19-0047;ES_B2C
SPS70CM1000103DE;215.43103; ;1;SPL19-0047;ES_B2C
SPS70CM1000104DE;215.43103; ;1;SPL19-0047;ES_B2C
SPS70CM1000204DE;215.43103; ;1;SPL19-0047;ES_B2C
SPS70CM1000214DE;215.43103; ;1;SPL19-0047;ES_B2C
SPS70CM1000216DE;215.43103; ;1;SPL19-0047;ES_B2C
SPS90CM1000101DE;241.29302; ;1;SPL19-0047;ES_B2C
SPS90CM1000103DE;241.29302; ;1;SPL19-0047;ES_B2C
SPS90CM1000104DE;241.29302; ;1;SPL19-0047;ES_B2C
SPS90CM1000204DE;241.29302; ;1;SPL19-0047;ES_B2C
SPS90CM1000214DE;241.29302; ;1;SPL19-0047;ES_B2C
SPS90CM1000216DE;241.29302; ;1;SPL19-0047;ES_B2C
MARS700000101DE;327.50000; ;1;SPL19-0047;ES_B2C
MARS700000104DE;327.50000; ;1;SPL19-0047;ES_B2C
MARS700000103DE;327.50000; ;1;SPL19-0047;ES_B2C
DOMINO1000000101DE;430.94824; ;1;SPL19-0047;ES_B2C
DOMINO750000101DE;361.98271; ;1;SPL19-0047;ES_B2C
DOMINO600000101DE;344.74136; ;1;SPL19-0047;ES_B2C
DOMINOSLIMLINE000101DE;361.98271; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-130CM000101DE;1034.39652; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-130CM000104DE;1034.39652; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-130CM000103DE;1034.39652; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-130CM000202DE;1034.39652; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-100CM000104DE;758.53452; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-100CM000103DE;758.53452; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-100CM000202DE;758.53452; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-100CM000101DE;758.53452; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-80CM000202DE;672.32764; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-80CM000104DE;672.32764; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-80CM000103DE;672.32764; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-80CM000101DE;672.32764; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-65CM000103DE;491.29314; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-65CM000101DE;491.29314; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-65CM000202DE;491.29314; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-65CM000104DE;491.29314; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-60CM000101DE;482.67241; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-60CM000202DE;482.67241; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-60CM000103DE;482.67241; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-60CM000104DE;482.67241; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-55CM000104DE;430.94824; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-55CM000103DE;430.94824; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-55CM000202DE;430.94824; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-55CM000101DE;430.94824; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-50CM000103DE;413.70689; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-50CM000104DE;413.70689; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-50CM000101DE;413.70689; ;1;SPL19-0047;ES_B2C
SUBWAY2-0-50CM000202DE;413.70689; ;1;SPL19-0047;ES_B2C
ICON75CM000104DE;534.39658; ;1;SPL19-0047;ES_B2C
ICON75CM000103DE;534.39658; ;1;SPL19-0047;ES_B2C
ICON75CM000101DE;534.39658; ;1;SPL19-0047;ES_B2C
ICON75CM000202DE;534.39658; ;1;SPL19-0047;ES_B2C
ICON75CM000214DE;534.39658; ;1;SPL19-0047;ES_B2C
ICON60CM000104DE;603.36211; ;1;SPL19-0047;ES_B2C
ICON60CM000101DE;603.36211; ;1;SPL19-0047;ES_B2C
ICON60CM000103DE;603.36211; ;1;SPL19-0047;ES_B2C
ICON60CM000204DE;603.36211; ;1;SPL19-0047;ES_B2C
ICON90CM000202DE;732.67243; ;1;SPL19-0047;ES_B2C
ICON90CM000103DE;732.67243; ;1;SPL19-0047;ES_B2C
ICON90CM000214DE;732.67243; ;1;SPL19-0047;ES_B2C
ICON90CM000104DE;732.67243; ;1;SPL19-0047;ES_B2C
ICON90CM000101DE;732.67243; ;1;SPL19-0047;ES_B2C
ICONXS53CMRECHTS000101DE;336.12073; ;1;SPL19-0047;ES_B2C
ICONXS53CMRECHTS000104DE;336.12073; ;1;SPL19-0047;ES_B2C
ICONXS53CMRECHTS000103DE;336.12073; ;1;SPL19-0047;ES_B2C
ICONXS53CMRECHTS000202DE;336.12073; ;1;SPL19-0047;ES_B2C
ICONXS53CMLINKS000202DE;336.12073; ;1;SPL19-0047;ES_B2C
ICONXS53CMLINKS000104DE;336.12073; ;1;SPL19-0047;ES_B2C
ICONXS53CMLINKS000101DE;336.12073; ;1;SPL19-0047;ES_B2C
ICONXS53CMLINKS000103DE;336.12073; ;1;SPL19-0047;ES_B2C
ICONXS38CMRECHTS000101DE;267.15521; ;1;SPL19-0047;ES_B2C
ICONXS38CMRECHTS000104DE;267.15521; ;1;SPL19-0047;ES_B2C
ICONXS38CMRECHTS000103DE;267.15521; ;1;SPL19-0047;ES_B2C
ICONXS38CMLINKS000101DE;267.15521; ;1;SPL19-0047;ES_B2C
ICONXS38CMLINKS000103DE;267.15521; ;1;SPL19-0047;ES_B2C
ICONXS38CMLINKS000104DE;267.15521; ;1;SPL19-0047;ES_B2C
MYDAY100CM000104DE;801.63796; ;1;SPL19-0047;ES_B2C
MYDAY100CM000103DE;801.63796; ;1;SPL19-0047;ES_B2C
MYDAY100CM000101DE;801.63796; ;1;SPL19-0047;ES_B2C
MYDAY80CM000104DE;715.43108; ;1;SPL19-0047;ES_B2C
MYDAY80CM000101DE;715.43108; ;1;SPL19-0047;ES_B2C
MYDAY80CM000103DE;715.43108; ;1;SPL19-0047;ES_B2C
MYDAY65CM000104DE;543.01721; ;1;SPL19-0047;ES_B2C
MYDAY65CM000103DE;543.01721; ;1;SPL19-0047;ES_B2C
MYDAY65CM000101DE;543.01721; ;1;SPL19-0047;ES_B2C
ROMA000104DE;413.70658; ;1;SPL19-0047;ES_B2C
ROMA000103DE;413.70658; ;1;SPL19-0047;ES_B2C
ROMA000101DE;413.70658; ;1;SPL19-0047;ES_B2C
FORTUNA000104DE;301.63833; ;1;SPL19-0047;ES_B2C
FORTUNA000103DE;301.63833; ;1;SPL19-0047;ES_B2C
FORTUNA000101DE;301.63833; ;1;SPL19-0047;ES_B2C
MARS800000101DE;344.74136; ;1;SPL19-0047;ES_B2C
MARS800000104DE;344.74136; ;1;SPL19-0047;ES_B2C
MARS800000103DE;344.74136; ;1;SPL19-0047;ES_B2C
CLASSICOXL000101DE;732.67243; ;1;SPL19-0047;ES_B2C
CLASSICOXL000104DE;732.67243; ;1;SPL19-0047;ES_B2C
CLASSICOXL000103DE;732.67243; ;1;SPL19-0047;ES_B2C
ULTRASETBRILLIANCE1000000103DE;775.77926; ;1;SPL19-0047;ES_B2C
PRIMUS000104DE;215.43103; ;1;SPL19-0047;ES_B2C
PRIMUS000101DE;215.43103; ;1;SPL19-0047;ES_B2C
PRIMUS000103DE;215.43103; ;1;SPL19-0047;ES_B2C
ARIS000104DE;206.81031; ;1;SPL19-0047;ES_B2C
ARIS000101DE;206.81031; ;1;SPL19-0047;ES_B2C
ARIS000103DE;206.81031; ;1;SPL19-0047;ES_B2C
ICON120CM000104DE;1025.77590; ;1;SPL19-0047;ES_B2C
ICON120CM000202DE;1025.77590; ;1;SPL19-0047;ES_B2C
ICON120CM000101DE;1025.77590; ;1;SPL19-0047;ES_B2C
ICON120CM000103DE;1025.77590; ;1;SPL19-0047;ES_B2C
MYDAY130CM000202DE;1034.39652; ;1;SPL19-0047;ES_B2C
MYDAY130CM000103DE;1034.39652; ;1;SPL19-0047;ES_B2C
MYDAY130CM000104DE;1034.39652; ;1;SPL19-0047;ES_B2C
MYDAY130CM000101DE;1034.39652; ;1;SPL19-0047;ES_B2C
INFINITY850000104DE;336.12063; ;1;SPL19-0047;ES_B2C
INFINITY850000103DE;336.12063; ;1;SPL19-0047;ES_B2C
INFINITY850000101DE;336.12063; ;1;SPL19-0047;ES_B2C
MEGASPARSETVERSUS000103DE;0.00000; ;1;SPL19-0047;ES_B2C
VENUS000104DE;215.43103; ;1;SPL19-0047;ES_B2C
VENUS000101DE;215.43103; ;1;SPL19-0047;ES_B2C
VENUS000103DE;215.43103; ;1;SPL19-0047;ES_B2C
VENUS000202DE;215.43103; ;1;SPL19-0047;ES_B2C
PEGASUSXL000104DE;0.00000; ;1;SPL19-0047;ES_B2C
PEGASUSXL000103DE;0.00000; ;1;SPL19-0047;ES_B2C
PEGASUSXL000101DE;0.00000; ;1;SPL19-0047;ES_B2C
PEGASUS000104DE;284.39656; ;1;SPL19-0047;ES_B2C
PEGASUS000101DE;284.39656; ;1;SPL19-0047;ES_B2C
PEGASUS000103DE;284.39656; ;1;SPL19-0047;ES_B2C
ULTRASETBRILLIANCE750000103DE;670.60347; ;1;SPL19-0047;ES_B2C
COLOSSOS000104DE;1637.84481; ;1;SPL19-0047;ES_B2C
COLOSSOS000101DE;1637.84481; ;1;SPL19-0047;ES_B2C
COLOSSOS000202DE;1637.84481; ;1;SPL19-0047;ES_B2C
COLOSSOS000103DE;1637.84481; ;1;SPL19-0047;ES_B2C
HELIOS000104DE;577.50002; ;1;SPL19-0047;ES_B2C
HELIOS000101DE;577.50002; ;1;SPL19-0047;ES_B2C
HELIOS000103DE;577.50002; ;1;SPL19-0047;ES_B2C
RIO650000104DE;280.08620; ;1;SPL19-0047;ES_B2C
RIO650000101DE;280.08620; ;1;SPL19-0047;ES_B2C
RIO650000103DE;280.08620; ;1;SPL19-0047;ES_B2C
NOVUMXL000101DE;818.87901; ;1;SPL19-0047;ES_B2C
NOVUMXL000104DE;818.87901; ;1;SPL19-0047;ES_B2C
NOVUMXL000103DE;818.87901; ;1;SPL19-0047;ES_B2C
ROMAXL000103DE;689.56899; ;1;SPL19-0047;ES_B2C
ROMAXL000204DE;689.56899; ;1;SPL19-0047;ES_B2C
ROMAXL000104DE;689.56899; ;1;SPL19-0047;ES_B2C
ROMAXL000101DE;689.56899; ;1;SPL19-0047;ES_B2C
ROMAXL000214DE;689.56899; ;1;SPL19-0047;ES_B2C
MILET000104DE;258.53448; ;1;SPL19-0047;ES_B2C
MILET000204DE;258.53448; ;1;SPL19-0047;ES_B2C
MILET000101DE;258.53448; ;1;SPL19-0047;ES_B2C
MILET000214DE;258.53448; ;1;SPL19-0047;ES_B2C
MILET000103DE;258.53448; ;1;SPL19-0047;ES_B2C
PERSEPOLISXL000101DE;818.87932; ;1;SPL19-0047;ES_B2C
PERSEPOLISXL000103DE;818.87932; ;1;SPL19-0047;ES_B2C
PERSEPOLISXL000204DE;818.87932; ;1;SPL19-0047;ES_B2C
PERSEPOLISXL000104DE;818.87932; ;1;SPL19-0047;ES_B2C
RIO550000104DE;232.67270; ;1;SPL19-0047;ES_B2C
RIO550000101DE;232.67270; ;1;SPL19-0047;ES_B2C
VERSUS000104DE;517.15512; ;1;SPL19-0047;ES_B2C
VERSUS000103DE;517.15553; ;1;SPL19-0047;ES_B2C
VERSUS000202DE;517.15512; ;1;SPL19-0047;ES_B2C
VERSUS000101DE;517.15553; ;1;SPL19-0047;ES_B2C
TRENDLINE750000204DE;301.63833; ;1;SPL19-0047;ES_B2C
TRENDLINE750000104DE;301.63792; ;1;SPL19-0047;ES_B2C
TRENDLINE750000202DE;301.63792; ;1;SPL19-0047;ES_B2C
TRENDLINE750000103DE;301.63833; ;1;SPL19-0047;ES_B2C
TRENDLINE750000101DE;301.63833; ;1;SPL19-0047;ES_B2C
INFINITY1000000104DE;370.60293; ;1;SPL19-0047;ES_B2C
INFINITY1000000204DE;370.60293; ;1;SPL19-0047;ES_B2C
INFINITY1000000103DE;370.60293; ;1;SPL19-0047;ES_B2C
INFINITY1000000214DE;370.60293; ;1;SPL19-0047;ES_B2C
INFINITY1000000101DE;370.60293; ;1;SPL19-0047;ES_B2C
CASAINFINITY750000204DE;344.74140; ;1;SPL19-0047;ES_B2C
CASAINFINITY750000214DE;344.74136; ;1;SPL19-0047;ES_B2C
CASAINFINITY750000103DE;344.74136; ;1;SPL19-0047;ES_B2C
